442;PC;0;0;0;442;0
442;PA;467;0;0;467;4
442;PL;467;1391;5;AV PRES.ROOSEVELT 997 / 3;4
445;PC;0;0;0;445;0
445;PA;226;0;0;226;1
445;PL;226;726;3;AV JOSE LUTZEMBERGER 125;1
455;PC;0;0;0;455;0
455;PA;12;0;0;12;1
455;PL;12;16;3;AV INDEPENDENCIA 479 / 410;1
456;PC;0;0;0;456;0
456;PA;27;0;0;27;4
456;PL;27;50;7;R HONORIO SILVEIRA DIAS 740 / 224 BL 3;4
456;PL;27;2401;0;AV JOSE ALOISIO FILHO 411 / 418 BLOCO E;17
456;PA;335;0;0;335;1
456;PL;335;1078;2;R HONORIO SILVEIRA DIAS 840 / 301  BL B;1
456;PA;473;0;0;473;1
456;PL;473;1403;8;AV JOAO WALLIG 168 / 301;1
464;PC;0;0;0;464;0
464;PA;478;0;0;478;16
464;PL;478;1409;3;AV AMAZONAS 1093 / 204;16
466;PC;0;0;0;466;0
466;PA;239;0;0;239;1
466;PL;239;792;4;R GARIBALDI 1313 / 301;1
469;PC;0;0;0;469;0
469;PA;483;0;0;483;1
469;PL;483;1415;6;AV PROTASIO ALVES 8510 / 201 BL.04;1
479;PC;0;0;0;479;0
479;PA;284;0;0;284;1
479;PL;284;928;1;R ANDARAI 546 101;1
479;PA;288;0;0;288;4
479;PL;288;944;3;R ANDARAI 546 / 301 BOXE 03;4
479;PA;289;0;0;289;1
479;PL;289;945;4;R ANDARAI 546 / 302 C/ESTACIONAMENTO;1
479;PA;665;0;0;665;1
479;PL;665;1325;6;R BARAO DE TRAMANDAI 208;1
479;PA;670;0;0;670;4
479;PL;670;1715;5;AV ANDARAI 546 / 202 C/ESTACIONAMENTO;4
479;PA;692;0;0;692;4
479;PL;692;1752;4;AV ANDARAI 546 / 103;4
479;PA;705;0;0;705;4
479;PL;705;1774;6;AV ANDARAI 546 / 102 C/ESTACIONAMENTO;4
479;PA;722;0;0;722;1
479;PL;722;1447;3;R BARAO DE TRAMANDAI 204 / ALTOS;1
479;PA;723;0;0;723;1
479;PL;723;941;6;AV ANDARAI 546 / 201 BOXE 07;1
479;PA;913;0;0;913;4
479;PL;913;2153;0;R BARAO DE TRAMANDAI 204;4
479;PA;1028;0;0;1028;17
479;PL;1028;2352;1;AV ANDARAI 546 / 302 C/BOX;17
480;PC;0;0;0;480;0
480;PA;428;0;0;428;4
480;PL;428;1329;5;AV JOAO WALLIG 796 / E 800;4
480;PA;429;0;0;429;4
480;PL;429;1330;6;AV JOAO WALLIG 800 / 101;4
480;PA;430;0;0;430;4
480;PL;430;1331;4;AV JOAO WALLIG 800 / 201;4
480;PA;431;0;0;431;1
480;PL;431;1332;7;AV JOAO WALLIG 800 / 102;1
480;PA;432;0;0;432;1
480;PL;432;1333;3;AV JOAO WALLIG 800 / 202;1
481;PC;0;0;0;481;0
481;PA;313;0;0;313;0
494;PC;0;0;0;494;0
494;PA;191;0;0;191;1
494;PL;191;615;2;R JOAO MOREIRA ALBERTO 173;1
494;PA;494;0;0;494;1
494;PL;494;1427;1;R SOUZA REIS 262;1
497;PC;0;0;0;497;0
497;PA;499;0;0;499;1
497;PL;499;1432;4;AV SAO PEDRO 818;1
507;PC;0;0;0;507;0
507;PA;511;0;0;511;1
507;PL;511;1446;1;R PARQUE  114;1
534;PC;0;0;0;534;0
534;PA;3;0;0;3;1
534;PL;3;3;3;TRV ANUNCIADA 78;1
535;PC;0;0;0;535;0
535;PA;4;0;0;4;1
535;PL;4;4;2;AV GETULIO VARGAS 1638 / 901 BOXE 08;1
536;PC;0;0;0;536;0
536;PA;4;0;0;4;1
536;PL;4;4;2;AV GETULIO VARGAS 1638 / 901 BOXE 08;1
537;PC;0;0;0;537;0
537;PA;4;0;0;4;1
537;PL;4;4;2;AV GETULIO VARGAS 1638 / 901 BOXE 08;1
569;LC;0;88;1;R BUARQUE DE MACEDO 374;1
575;LC;0;116;1;R CONDE DE PORTO ALEGRE 71;1
578;LC;0;138;1;R DONA ALZIRA 101;1
601;LC;0;242;1;AV GUILHERME SCHELL 1772;1
606;LC;0;264;1;R ANDRADAS 1711 / 3;1
614;LC;0;306;1;AV PARANA 2116 / 03;1
614;LC;0;2148;2;AV PARANA 2116 / Estacionamento;4
656;LC;0;515;1;AV ASSIS BRASIL 1993 / 305;1
694;LC;0;672;1;R PARQUE 185;1
694;LC;0;673;4;R PARQUE 189;1
701;LC;0;690;1;AV SATURNINO DE BRITO 1570 / 1;1
703;LC;0;699;1;R DR TIMOTEO 135 / 139;1
709;LC;0;727;1;AV FARRAPOS 2888;1
731;LC;0;829;1;AV DO FORTE 490;1
750;LC;0;922;1;AV BAHIA 964;1
767;LC;0;1004;1;R CANCIO GOMES 554 / 10;1
770;LC;0;1013;1;R ALM.TAMANDARE 640 / 02;1
806;PC;0;0;0;806;0
806;PA;370;0;0;370;4
806;PL;370;1191;4;AV ASSIS BRASIL 1993 / 202;4
831;LC;0;1254;1;R PADRE CHAGAS 403;1
844;LC;0;1319;1;R SANTANA 607/16;1
856;LC;0;1339;1;AV PARANA 1579;1
898;LC;0;1424;1;AV SAO PEDRO 622 / B;1
900;LC;0;1427;1;R SOUZA REIS 262;1
912;LC;0;1446;1;R PARQUE  114;1
920;LC;0;2051;1;R BOA ESPERANCA 60;2
994;LC;0;335;2;R PIAUI 108 / 02;5
998;PC;0;0;0;998;0
998;PA;175;0;0;175;1
998;PL;175;550;3;AV FARRAPOS 2549 / 01;1
1147;LC;0;33;2;AV ASSIS BRASIL 1827;1
1199;LC;0;854;2;R ALMIRANTE TAMANDARE 797 / E 801;1
1206;PC;0;0;0;1206;0
1206;PA;621;0;0;621;4
1206;PL;621;1619;3;AV SAO PEDRO 827 / 204;4
1236;LC;0;615;2;R JOAO MOREIRA ALBERTO 173;1
1277;PC;0;0;0;1277;0
1277;PA;627;0;0;627;0
1278;PC;0;0;0;1278;0
1278;PA;627;0;0;627;0
1298;PC;0;0;0;1298;0
1298;PA;631;0;0;631;2
1298;PL;631;1652;5;AV PARANA 1596 / 301;2
1301;PC;0;0;0;1301;0
1301;PA;633;0;0;633;2
1301;PL;633;1653;1;R BEIRUTE 126 / FRENTE/130 FUNDOS;2
1303;LC;0;1653;1;R BEIRUTE 126 / FRENTE/130 FUNDOS;2
1327;LC;0;872;2;AV PARANA 2116/05;1
1327;LC;0;2165;1;AV PARANA 2116 / ESTACIONAMENTO;4
1372;LC;0;547;2;AV ERNESTO FONTOURA 570/203;1
1381;PC;0;0;0;1381;0
1381;PA;222;0;0;222;1
1381;PL;222;710;6;AV CERES 293 / 308 bl. A3;1
1388;PC;0;0;0;1388;0
1388;PA;745;0;0;745;4
1388;PL;745;1840;3;R PROFESSOR DUPLAN 154 / 803 boxe 06;4
1414;PC;0;0;0;1414;0
1414;PA;735;0;0;735;1
1415;LC;0;858;2;AV ASSIS BRASIL 1954 / 204;1
1563;LC;0;809;2;R VISCONDE DO RIO BRANCO 555;1
1580;PC;0;0;0;1580;0
1580;PA;153;0;0;153;1
1580;PL;153;508;5;AV ASSIS BRASIL 1993 / 205;1
1580;PA;154;0;0;154;1
1580;PL;154;510;3;AV ASSIS BRASIL 1993 / 207;1
1580;PA;156;0;0;156;4
1580;PL;156;513;4;AV ASSIS BRASIL 1993 / 302;4
1580;PA;157;0;0;157;1
1580;PL;157;514;2;AV ASSIS BRASIL 1993 / 303;1
1580;PA;249;0;0;249;1
1580;PL;249;827;2;AV ASSIS BRASIL 1993 / 304;1
1581;PC;0;0;0;1581;0
1581;PA;676;0;0;676;4
1581;PL;676;1727;3;AV ASSIS BRASIL 1999;4
1582;PC;0;0;0;1582;0
1582;PA;676;0;0;676;4
1582;PL;676;1727;3;AV ASSIS BRASIL 1999;4
1583;PC;0;0;0;1583;0
1583;PA;676;0;0;676;4
1583;PL;676;1727;3;AV ASSIS BRASIL 1999;4
1657;PC;0;0;0;1657;0
1657;PA;676;0;0;676;4
1657;PL;676;1727;3;AV ASSIS BRASIL 1999;4
1659;LC;0;62;2;R UMBU 229;1
1685;LC;0;1216;3;R CONDE DE PORTO ALEGRE 625 / 303;1
1767;PC;0;0;0;1767;0
1767;PA;139;0;0;139;1
1767;PL;139;404;2;AV SATURNINO DE BRITO 1558;1
1767;PA;217;0;0;217;1
